"filename","filepath","method","complex","sim_id","K","E","VAF","rep","Q1","Q2","Q3","Q4","Q5","Qvect_string","ari","tucker_S","runtime","seed","tuckercheck_1","tuckercheck_2","tuckercheck_mean","tuckercheck_min","tuckercheck_max","tuckercheck_length","loss_type","loss_min","loss_max","loss_mean","loss_sd","loss_length","collection_timestamp"
"result_vaf_6_sim_3_K3_Q2_5_8_E0.2_VAF0.7_rep1.RData","results/result_vaf_6_sim_3_K3_Q2_5_8_E0.2_VAF0.7_rep1.RData","vaf",6,3,3,0.2,0.7,1,2,5,8,NA,NA,"2_5_8",0.222593092612558,0.49170410378206,9.13747418324153,3,0.00136524381907209,-0.00284599141214,-0.000740373796533958,-0.00284599141214,0.00136524381907209,2,"aicloss",5038165.08033307,5053422.06241985,5046638.63049171,4677.73323694056,100,2025-07-01 10:08:10.51074
"result_vaf_7_sim_3_K3_Q2_5_8_E0.2_VAF0.7_rep1.RData","results/result_vaf_7_sim_3_K3_Q2_5_8_E0.2_VAF0.7_rep1.RData","vaf",7,3,3,0.2,0.7,1,2,5,8,NA,NA,"2_5_8",0.243695845874406,0.496937760792521,8.86665292183558,3,0.00136524381907209,-0.00284599141214,-0.000740373796533958,-0.00284599141214,0.00136524381907209,2,"aicloss",5217988.8571296,5233606.69768216,5227053.81698135,4447.02732125966,100,2025-07-01 10:08:10.51074
"result_chull_0_sim_4_K5_Q2_2_2_2_2_E0.2_VAF0.7_rep1.RData","results/result_chull_0_sim_4_K5_Q2_2_2_2_2_E0.2_VAF0.7_rep1.RData","chull",0,4,5,0.2,0.7,1,2,2,2,2,2,"2_2_2_2_2",0.00175962829316308,0.225875425174227,8.91782905658086,4,-3.25307978271351e-05,0.000820152895883428,0.000393811049028147,-3.25307978271351e-05,0.000820152895883428,2,"aicloss",389394.525158183,391295.575638763,390279.159539881,390.457442923578,100,2025-07-01 10:08:10.51074
"result_chull_1_sim_4_K5_Q2_2_2_2_2_E0.2_VAF0.7_rep1.RData","results/result_chull_1_sim_4_K5_Q2_2_2_2_2_E0.2_VAF0.7_rep1.RData","chull",1,4,5,0.2,0.7,1,2,2,2,2,2,"2_2_2_2_2",-0.0013765620340474,0.227340429343493,8.45858589808146,4,-3.25307978271351e-05,0.000820152895883428,0.000393811049028147,-3.25307978271351e-05,0.000820152895883428,2,"aicloss",399553.423158286,401270.841500835,400218.659826095,392.99595596774,100,2025-07-01 10:08:10.51074
"result_chull_3_sim_4_K5_Q2_2_2_2_2_E0.2_VAF0.7_rep1.RData","results/result_chull_3_sim_4_K5_Q2_2_2_2_2_E0.2_VAF0.7_rep1.RData","chull",3,4,5,0.2,0.7,1,2,2,2,2,2,"2_2_2_2_2",0.116055679946911,0.30989673930927,8.15996811389923,4,-3.25307978271351e-05,0.000820152895883428,0.000393811049028147,-3.25307978271351e-05,0.000820152895883428,2,"aicloss",1556355.76622667,5391164.73154814,5199432.97740249,835557.288568893,100,2025-07-01 10:08:10.51074
"result_chull_4_sim_4_K5_Q2_2_2_2_2_E0.2_VAF0.7_rep1.RData","results/result_chull_4_sim_4_K5_Q2_2_2_2_2_E0.2_VAF0.7_rep1.RData","chull",4,4,5,0.2,0.7,1,2,2,2,2,2,"2_2_2_2_2",0.153572315406258,0.391735221244054,8.76947255134582,4,-3.25307978271351e-05,0.000820152895883428,0.000393811049028147,-3.25307978271351e-05,0.000820152895883428,2,"aicloss",2052900.63403965,5891122.89148738,5584839.86771082,1040729.23879693,100,2025-07-01 10:08:10.51074
"result_chull_6_sim_4_K5_Q2_2_2_2_2_E0.2_VAF0.7_rep1.RData","results/result_chull_6_sim_4_K5_Q2_2_2_2_2_E0.2_VAF0.7_rep1.RData","chull",6,4,5,0.2,0.7,1,2,2,2,2,2,"2_2_2_2_2",0.267555159187202,0.396795556935639,8.10886499881744,4,-3.25307978271351e-05,0.000820152895883428,0.000393811049028147,-3.25307978271351e-05,0.000820152895883428,2,"aicloss",2557103.78403404,10391095.3761578,9921297.29684903,1865252.11212593,100,2025-07-01 10:08:10.51074
"result_chull_7_sim_4_K5_Q2_2_2_2_2_E0.2_VAF0.7_rep1.RData","results/result_chull_7_sim_4_K5_Q2_2_2_2_2_E0.2_VAF0.7_rep1.RData","chull",7,4,5,0.2,0.7,1,2,2,2,2,2,"2_2_2_2_2",0.381170804971377,0.54077532948966,8.60125443140666,4,-3.25307978271351e-05,0.000820152895883428,0.000393811049028147,-3.25307978271351e-05,0.000820152895883428,2,"aicloss",3021072.88855952,10891303.8487438,10107870.303561,2358971.21739933,100,2025-07-01 10:08:10.51074
"result_origin_max_sim_4_K5_Q2_2_2_2_2_E0.2_VAF0.7_rep1.RData","results/result_origin_max_sim_4_K5_Q2_2_2_2_2_E0.2_VAF0.7_rep1.RData","origin_max",NA,4,5,0.2,0.7,1,2,2,2,2,2,"2_2_2_2_2",0.120776162481751,0.283982026537797,3.77015682458878,4,-3.25307978271351e-05,0.000820152895883428,0.000393811049028147,-3.25307978271351e-05,0.000820152895883428,2,"ssloss",2431.53688135098,2464.27902427049,2450.26872433995,5.05671013386556,100,2025-07-01 10:08:10.51074
"result_origin_min_sim_4_K5_Q2_2_2_2_2_E0.2_VAF0.7_rep1.RData","results/result_origin_min_sim_4_K5_Q2_2_2_2_2_E0.2_VAF0.7_rep1.RData","origin_min",NA,4,5,0.2,0.7,1,2,2,2,2,2,"2_2_2_2_2",1,0.990824551904031,5.59080766042074,4,-3.25307978271351e-05,0.000820152895883428,0.000393811049028147,-3.25307978271351e-05,0.000820152895883428,2,"ssloss",2637.15123574627,3344.93460511285,2872.98151570338,134.396403498563,100,2025-07-01 10:08:10.51074
"result_vaf_0_sim_4_K5_Q2_2_2_2_2_E0.2_VAF0.7_rep1.RData","results/result_vaf_0_sim_4_K5_Q2_2_2_2_2_E0.2_VAF0.7_rep1.RData","vaf",0,4,5,0.2,0.7,1,2,2,2,2,2,"2_2_2_2_2",0.000318935758120077,0.226624504351522,8.09669775565465,4,-3.25307978271351e-05,0.000820152895883428,0.000393811049028147,-3.25307978271351e-05,0.000820152895883428,2,"aicloss",389231.939817111,390951.629733095,390220.046495434,368.850836914118,100,2025-07-01 10:08:10.51074
